the_geom,OBJECTID,GlobalID,Location,Hydrant_ID,Hydrant Number,Street Number,Hydrant Type,Street Name,Hydrant Color & Main Size,Last Used,Nozzle Diameter,Main Diameter,Cross Street,Date Collected,Map Quad,Hydrant Color,Hydrant Valve,Y,Dead End,X,Map Number,Inspection District,Last Used By,Supply Diameter,Comments
POINT (-78.875488851017 42.91123858312),"7,208",{3FE6CD60-252F-40D1-ACC7-7A5BA33D24C2},5W POLE 242,8-2-C1C-0041,41,OPP 237,RD WOOD,W UTICA,"RED w/ RED CAP, 6",,,6,ELMWOOD,07/27/2006 12:00:00 AM +0000,C1C,RED w/ RED CAP,YES,"1,060,862",NO,"1,070,026",8,2,,0,
POINT (-78.861516823993 42.95615322651),"4,798",{EF6CFB64-BE4D-4C1D-A699-BDB54F18BFCE},26S 22E POLE 214,2-4-A2B-0062,62,215,HOWARD IRON,ST LAWRENCE,"RED w/ RED CAP, 6",,,6,COLVIN,07/12/2005 12:00:00 AM +0000,A2B,RED w/ RED CAP,YES,"1,077,218.46",NO,"1,073,823.1100000001",2,4,,0,
POINT (-78.896020558853 42.963155868048),"2,181",{E532741E-EBA6-401F-AB63-9E50BA9EE4AF},2 OFF CURB IN LINE WITH TREES,1-3-A1B-0048,48,18,HOWARD IRON,SEABROOK,"RED w/ RED CAP, 6",,,6,DOYLE,07/21/2005 12:00:00 AM +0000,A1B,RED w/ RED CAP,YES,"1,079,803.04",NO,"1,064,596.0900000001",1,3,,0,
POINT (-78.817172022499 42.875849583388),"3,300",{116E4F68-DAAE-46D9-A5C6-C8CC27FF2512},15S 1W POLE 781,16-9-E3A-0002,2,755,MUELLER,BAILEY,"RED w/ RED CAP, 10",,,10,CHEROKEE,08/01/2006 12:00:00 AM +0000,E3A,RED w/ RED CAP,YES,"1,047,915.746",NO,"1,085,612.7",16,9,,0,
POINT (-78.868022682015 42.884396000321),"2,736",{C609D43B-6C03-4E0E-A236-437DBB5AEA56},24E NEC; 18S 22E POLE 437,14-8-E1B-0067,67,NEC,MUELLER,CLINTON,"RED w/ RED CAP, 10",,,10,MICHIGAN,09/06/2006 12:00:00 AM +0000,E1B,RED w/ RED CAP,YES,"1,051,072.425",NO,"1,071,993.0290000001",14,8,,0,
POINT (-78.823382185662 42.91441884144),39,{2CB5447A-899C-42E4-B6F8-03493A56D1EE},47S 5W POLE 1098,10-6-C3A-0039,39,SWC,MUELLER,E FERRY,"RED w/ RED CAP, 6",,,6,BISSELL,04/13/2006 12:00:00 AM +0000,C3A,RED w/ RED CAP,YES,"1,061,976.8999999999",NO,"1,083,988.1899999999",10,6,,0,
POINT (-78.803746655068 42.897392199223),"1,847",{57A210FF-324E-44F7-B513-A4C35420B699},30N 456; 17N POLE 458,13-9-D3B-0015,15,456,RD WOOD,DAVEY,"RED w/ RED CAP, 0",,,6,REIMAN,04/20/2006 12:00:00 AM +0000,D3B,RED w/ RED CAP,YES,"1,055,757.1799999999",NO,"1,089,231.8400000001",13,9,,0,
POINT (-78.897592516291 42.913706253463),"7,072",{EB07EA7E-A74E-4472-8C59-55E6B56E054E},7S SEC; 7N STREET SIGN,8-2-C1A-0127,127,SEC,HOWARD IRON,WEST,"RED w/ RED CAP, 6",,,6,CALIFORNIA,07/24/2006 12:00:00 AM +0000,C1A,RED w/ RED CAP,YES,"1,061,782.675",NO,"1,064,107.9939999999",8,2,,0,
POINT (-78.803485788105 42.943385984461),"5,474",{EB675F51-C260-4E40-B60B-C406E3D011F6},5W SWC,4-5-A4C-0060,60,SWC,MATHEWS OLD,EGGERT,"RED w/ RED CAP, 6",,,6,DARTMOUTH,06/20/2005 12:00:00 AM +0000,A4C,RED w/ RED CAP,YES,"1,072,519.3899999999",NO,"1,089,345.6000000001",4,5,,0,
POINT (-78.876905187546 42.914033205203),"7,147",{2B813114-8BDE-4A16-B6D2-89B35FAF99A3},21E SEC; 42W POLE 188,8-2-C1B-0062,62,SEC,KENNEDY K-81,ELMWOOD,"RED w/ RED CAP, 12",,,12,HIGHLAND,07/11/2006 12:00:00 AM +0000,C1B,RED w/ RED CAP,YES,"1,061,881.817",NO,"1,069,650.1299999999",8,2,,0,
POINT (-78.818489575639 42.855130103555),"3,910",{16F18839-67AE-4BE6-8519-5C6FAB214250},6W 44N POLE 51 STEVENSON,19-10-F2D-0014,14,56,HOWARD IRON,STEVENSON,"RED w/ RED CAP, 6",,,6,CUMBERLAND,08/30/2006 12:00:00 AM +0000,F2D,RED w/ RED CAP,YES,"1,040,365.606",NO,"1,085,238.4550000001",19,10,,0,
POINT (-78.852075720777 42.935799478597),"6,134",{5D8ECB27-FBE5-4A6E-9897-58EC71B69795},35S SEC,6-4-B2A-0042,42,SEC,MUELLER,S MEADOW,"RED w/ RED CAP, 6",,,6,JEWETT,10/19/2005 12:00:00 AM +0000,B2A,RED w/ RED CAP,NO,"1,069,792.3",NO,"1,076,326.75",6,4,,0,
POINT (-78.881965026398 42.928928950845),"5,982",{7475155C-058D-41CE-A267-5259A99FBFF9},6N 31E POLE 21-4; 90W LOT 7 ENTRANCE,5-3-B1C-0016,16,GRASS LOT,KENNEDY K-81,UNNAMED,"OTHER, 0",,,0,UNNAMED,09/18/2006 12:00:00 AM +0000,B1C,OTHER,YES,"1,067,315.331",NO,"1,068,313.977",5,3,,0,BUFF PSYCH CTR
POINT (-78.852146560388 42.915569454346),"7,485",{D07013B7-FFCE-413A-927D-A6FE9210ABDC},43W POLE 6,9-7-C2A-0039,39,NEC,KENNEDY K-81,LONSDALE,"RED w/ RED CAP, 4",,,4,GOULDING,09/27/2006 12:00:00 AM +0000,C2A,RED w/ RED CAP,YES,"1,062,419.5379999999",NO,"1,076,284.2220000001",9,7,,0,
POINT (-78.838154083516 42.888007562644),"1,640",{162ADE06-E18E-4E6A-BB54-35825EC3AEE1},11S POLE 90; OPP 87 GIBSON,12-9-D2C-0029,29,NWC,MUELLER,PECKHAM,"RED w/ RED CAP, 8",,,8,GIBSON,11/09/2006 12:00:00 AM +0000,D2C,RED w/ RED CAP,YES,"1,052,363",NO,"1,080,002",12,9,,0,
POINT (-78.846169489377 42.958409460729),"5,019",{466C7A45-04E4-41A0-AC97-EFE6598C0EFB},15S SWC; 30N POLE 84,3-4-A3A-0058,58,SWC,OTHER,KENMORE,"RED w/ RED CAP, 6",,,6,NEWPORT,06/28/2005 12:00:00 AM +0000,A3A,RED w/ RED CAP,YES,"1,078,027.53",NO,"1,077,934.1000000001",3,4,,0,
POINT (-78.812632665111 42.920876318898),159,{7034E0B4-D42E-46C8-A80A-A2CE2F7E5DDA},30S 1E POLE 84,10-6-C3B-0069,69,NWC,MUELLER,ERICSON,"RED w/ RED CAP, 6",,,6,WECKER,04/06/2006 12:00:00 AM +0000,C3B,RED w/ RED CAP,YES,"1,064,322.29",NO,"1,086,874.1499999999",10,6,,0,
POINT (-78.802868510142 42.853041167335),"4,175",{FD55AF1E-B020-4D9D-B2B3-591112D6DED6},7S SWC,19-9-F2C-0034,34,82,HOWARD IRON,INDIAN CHURCH,"RED w/ RED CAP, 6",,,6,GALLOWAY,08/29/2006 12:00:00 AM +0000,F2C,RED w/ RED CAP,YES,"1,039,593",NO,"1,089,425",19,9,,0,
POINT (-78.861917980936 42.867698495866),"2,925",{0D573E07-8E11-4535-B7F7-B5D0AEF9EAC3},18W NWC; 108 OCONNELL,15-11-E2D-0042,42,NWC,MUELLER,ALABAMA,"RED w/ WHITE CAP, 16",,,16,OCONNELL,09/21/2006 12:00:00 AM +0000,E2D,RED w/ WHITE CAP,YES,"1,044,981.607",NO,"1,073,608.9979999999",15,11,,0,
POINT (-78.837552852512 42.913167502971),"7,570",{CA6AE2A8-ECCE-46B4-94D2-DD30E173E131},24N 9E POLE 409,9-7-C2B-0024,24,414,KENNEDY K-81,WINSLOW,"RED w/ RED CAP, 6",,,6,FILLMORE,05/03/2006 12:00:00 AM +0000,C2B,RED w/ RED CAP,YES,"1,061,532",NO,"1,080,190.8200000001",9,7,,0,
POINT (-78.810617320184 42.930638920575),"6,714",{D098C8AB-B5E2-4CC2-9200-C39F6E146150},15S POLE 78,7-6-B3C-0029,29,SWC,OTHER,HEMPSTEAD,"RED w/ WHITE CAP, 16",,,16,SUFFOLK,03/01/2006 12:00:00 AM +0000,B3C,RED w/ WHITE CAP,YES,"1,067,878.8",NO,"1,087,423.5700000001",7,6,,0,
POINT (-78.814765535997 42.916044959006),184,{B321FDA8-0A9E-42F8-9771-68D60C5704FD},40S 20W POLE 139,10-6-C3B-0094,94,136,RD WOOD,WENDE,"RED w/ RED CAP, 6",,,6,SCAJAQUADA,04/07/2006 12:00:00 AM +0000,C3B,RED w/ RED CAP,YES,"1,062,563.0700000001",NO,"1,086,298.02",10,6,,0,
POINT (-78.860032108728 42.879901496732),"3,057",{4139AE8E-FD20-49DF-B8D9-792316C120A2},17S SWC; 11S TRAFFIC POLE,15-8-E2A-0039,39,SWC,RD WOOD,S DIVISION,"RED w/ RED CAP, 12",,,12,HICKORY,09/19/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,049,427.2779999999",NO,"1,074,129.1740000001",15,8,,0,
POINT (-78.859767236955 42.880726742841),"3,063",{7C9343B2-94BE-4A59-821A-BC69E9AB492A},39S POLE 60,15-8-E2A-0045,45,SWC,HOWARD IRON,N DIVISION,"RED w/ RED CAP, 12",,,12,HICKORY,09/19/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,049,727.8030000001",NO,"1,074,201.1540000001",15,8,,0,
POINT (-78.823882347319 42.886203548547),"2,002",{4EF4064B-EDB7-42F2-BD09-A19578BC483C},42W 27S POLE 5,13-9-D3D-0025,25,1236,KENNEDY K-11,MSGR VALENTE,"RED w/ RED CAP, 10",,,10,WILLIAM,05/05/2006 12:00:00 AM +0000,D3D,RED w/ RED CAP,YES,"1,051,694.28",NO,"1,083,824.8200000001",13,9,,0,
POINT (-78.863889786757 42.864758591423),"3,662",{F90E5B78-545B-448D-BEBC-CBC0917C7AB5},12W POLE 74,1718-11-F1A-0054,54,NWC,HOWARD IRON,SOUTH,"RED w/ RED CAP, 8",,,8,VINCENNES,06/06/2006 12:00:00 AM +0000,F1A,RED w/ RED CAP,YES,"1,043,911.926",NO,"1,073,076.8289999999","1,718",11,,0,
POINT (-78.823785440945 42.897989598202),"1,715",{63556091-AD16-42D4-B9D7-AB87C9FD9CCE},27N POLE 74,13-6-D3A-0037,37,76,KENNEDY K-81,MILLER,"RED w/ RED CAP, 0",,,6,EMPIRE,04/17/2006 12:00:00 AM +0000,D3A,RED w/ RED CAP,YES,"1,055,989.6000000001",NO,"1,083,863.0600000001",13,6,,0,
POINT (-78.863143118913 42.896679683242),"1,145",{D7B9A96F-8241-4A9C-8515-9094BC11EC6D},3S STOP SIGN,12-8-D2A-0068,68,SEC,HOWARD IRON,VIRGINIA,"RED w/ RED CAP, 6",,,6,MAPLE,01/01/1990 12:00:00 AM +0000,D2A,RED w/ RED CAP,YES,"1,055,544.7960000001",NO,"1,073,315.665",12,8,,0,
POINT (-78.85149680422 42.907348842383),"7,849",{E8010E7F-6EFE-4515-9D92-69E292EBA504},12S SWC; 9S 12E POLE 411,9-7-C2D-0081,81,SWC,KENNEDY K-81,NORTHAMPTON,"RED w/ RED CAP, 6",,,6,PERSHING,10/11/2006 12:00:00 AM +0000,C2D,RED w/ RED CAP,YES,"1,059,422.9920000001",NO,"1,076,448.726",9,7,,0,
POINT (-78.893785981982 42.956780749958),"2,199",{9DDF9444-6871-4881-A301-0FE4172C005D},15NW DEAD END; 1 OFF CURB IN LINE WITH TREES,1-3-A1B-0066,66,DEAD END,MUELLER,EVELYN,"RED w/ RED CAP, 6",,,6,ONTARIO,07/22/2005 12:00:00 AM +0000,A1B,RED w/ RED CAP,NO,"1,077,477.3999999999",YES,"1,065,185.6299999999",1,3,,0,
POINT (-78.868849983063 42.953023809273),"4,773",{8723E752-9883-4E72-9D21-73BF12FE0A8E},8E SEC; OPP POLE 202,2-4-A2B-0037,37,SEC,RD WOOD,DELAWARE,"RED w/ RED CAP, 6",,,6,HARTWELL,07/11/2005 12:00:00 AM +0000,A2B,RED w/ RED CAP,YES,"1,076,084.52",NO,"1,071,856.1799999999",2,4,,0,
POINT (-78.810916091804 42.945700685256),"5,534",{ADE03C92-A190-49DB-9B9F-D9BF07891E22},20S SWC; 50S POLE 502,4-5-A4D-0048,48,SWC,MATHEWS OLD,SUFFOLK,"RED w/ RED CAP, 6",,,6,MINNESOTA,06/16/2005 12:00:00 AM +0000,A4D,RED w/ RED CAP,NO,"1,073,368.28",NO,"1,087,358.4099999999",4,5,,0,
POINT (-78.840638251131 42.931446227069),"6,306",{7D360AFE-8B8C-408A-B21D-5B97747B9827},12N 8E POLE 178,6-5-B2C-0003,3,NWC,KENNEDY K-81,DEWEY,"RED w/ RED CAP, 6",,,6,SANFORD,03/28/2006 12:00:00 AM +0000,B2C,RED w/ RED CAP,YES,"1,068,196.1799999999",NO,"1,079,384.6699999999",6,5,,0,
POINT (-78.86481887178 42.885059136825),"1,444",{51D94917-1470-4923-87AB-658533A77AB3},12W NWC,12-8-D2D-0026,26,NWC,MUELLER,WILLIAM,"RED w/ RED CAP, 10",,,10,MILNOR,10/12/2006 12:00:00 AM +0000,D2D,RED w/ RED CAP,YES,"1,051,311.216",NO,"1,072,852.48",12,8,,0,
POINT (-78.884455754377 42.878700573488),"2,612",{03182812-0940-4451-A1EE-AC40B87DCB78},34N 14E POLE 284,14-1-E1A-0025,25,,KENNEDY K-11,ERIE BASIN,"RED w/ RED CAP, 12",,,12,TEMPLETON,06/16/2006 12:00:00 AM +0000,E1A,RED w/ RED CAP,YES,"1,049,012.067",NO,"1,067,581.4299999999",14,1,,0,
POINT (-78.812556821667 42.941161460431),"5,539",{9DA94074-B98F-42C5-892B-0C8890F7816B},OPP POLE 430,4-5-A4D-0054,54,423,HOWARD IRON,BERKSHIRE,"RED w/ RED CAP, 6",,,6,BAILEY,06/16/2005 12:00:00 AM +0000,A4D,RED w/ RED CAP,YES,"1,071,715.1499999999",NO,"1,086,914.6100000001",4,5,,0,
POINT (-78.903949260408 42.93804876807),"5,787",{77FEC6C6-2A50-43AC-AC4A-6F2A8CA19DE9},15S SEC,5-3-B1A-0011,11,SEC,MUELLER,NIAGARA,"RED w/ RED CAP, 8",,,8,AUSTIN,09/08/2005 12:00:00 AM +0000,B1A,RED w/ RED CAP,YES,"1,070,660.72",NO,"1,062,438.96",5,3,,0,
POINT (-78.887880384976 42.885926767868),858,{F9689320-9F4B-4CD8-AC20-DFA021019842},,11-1-D1D-0046,46,305,MUELLER,HARBOUR POINTE,"RED w/ RED CAP, 8",,,8,LAKEFRONT,09/06/2006 12:00:00 AM +0000,D1D,RED w/ RED CAP,YES,"1,051,648.932",NO,"1,066,673.047",11,1,,0,
POINT (-78.869429212681 42.88088963745),"2,678",{028EF4AA-2814-44FB-ABAC-1C808B6E352F},12N 12E NWC; 2N 22E POLE 328,14-8-E1B-0008,8,NWC,KENNEDY K-81,MICHIGAN,"RED w/ RED CAP, 10",,,10,E SWAN,06/13/2006 12:00:00 AM +0000,E1B,RED w/ RED CAP,YES,"1,049,795.8200000001",NO,"1,071,611.727",14,8,,0,
POINT (-78.842428687321 42.899501209775),"1,294",{1E59E030-570D-4DF9-9A66-F4E633E2ABBB},75SW POLE 265; VACANT LOT,12-8-D2B-0053,53,260,KENNEDY K-81,REED,"RED w/ RED CAP, 6",,,6,GENESEE,01/01/1990 12:00:00 AM +0000,D2B,RED w/ RED CAP,YES,"1,056,555.327",NO,"1,078,869.3370000001",12,8,,0,
POINT (-78.813468926766 42.937256656555),"6,587",{97C3180D-7AD9-4D77-8A95-70EEB15F63C4},,7-6-B3B-0023,23,SEC,MUELLER,BAILEY,"RED w/ WHITE CAP, 6",,,6,DAVIDSON,02/21/2006 12:00:00 AM +0000,B3B,RED w/ WHITE CAP,NO,"1,070,292.71",NO,"1,086,666.49",7,6,,0,
POINT (-78.809696004038 42.889689055169),"1,883",{18D7136F-E134-4E8A-9D15-DBEF19645D70},12W SWC; 1037 LOVEJOY; 3S STOP SIGN,13-9-D3C-0015,15,SWC,HOWARD IRON,LOVEJOY,"RED w/ RED CAP, 0",,,6,GREENE,04/20/2006 12:00:00 AM +0000,D3C,RED w/ RED CAP,YES,"1,052,954.02",NO,"1,087,630.1599999999",13,9,,0,
POINT (-78.836637896158 42.868888928579),"2,869",{8DFBE769-9E2C-4383-9C91-4AF261084DB7},12N STOP SIGN,15-11-E2C-0090,90,SEC,KENNEDY K-81,PERRY,"RED w/ RED CAP, 10",,,10,ORLANDO,09/26/2006 12:00:00 AM +0000,E2C,RED w/ RED CAP,YES,"1,045,394.0550000001",NO,"1,080,387.3640000001",15,11,,0,
POINT (-78.886716476387 42.884952292081),"2,591",{E20ABC9E-EA1C-4494-A715-060A75B4976F},7N POLE 10; 22S SEC,14-1-E1A-0003,3,SEC,KENNEDY K-11,LAKEFRONT,"RED w/ RED CAP, 12",,,12,OJIBWA,06/16/2006 12:00:00 AM +0000,E1A,RED w/ RED CAP,YES,"1,051,292.6610000001",NO,"1,066,983.6950000001",14,1,,0,
POINT (-78.897120526743 42.950505609867),"2,253",{A414C005-3857-470D-8B71-8CF323C47CB9},12S SWC; OPP POLE 193,1-3-A1C-0027,27,SWC,MUELLER,RIVERSIDE,"RED w/ RED CAP, 12",,,12,RANO,08/04/2005 12:00:00 AM +0000,A1C,RED w/ RED CAP,YES,"1,075,193.73",NO,"1,064,284.46",1,3,,0,
POINT (-78.850255484524 42.878220643865),"3,147",{1FA31B3E-C6E1-4861-9BDB-70D0D38786F7},43S 9E POLE 684,15-8-E2A-0129,129,681,HOWARD IRON,S DIVISION,"RED w/ RED CAP, 8",,,8,EMSLIE,09/20/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,048,806.2379999999",NO,"1,076,747.6240000001",15,8,,0,
POINT (-78.803612778834 42.896278469571),"1,846",{8BD8357B-1DC5-4AE3-A329-6B794E9497A9},33S POLE 422,13-9-D3B-0014,14,OPP 417,HOWARD IRON,DAVEY,"RED w/ RED CAP, 0",,,6,REIMAN,04/20/2006 12:00:00 AM +0000,D3B,RED w/ RED CAP,YES,"1,055,351.1899999999",NO,"1,089,266.6499999999",13,9,,0,
POINT (-78.903144937467 42.960127640068),"2,077",{CF9DBFA1-69CE-42FE-9710-FEC42B7313FF},6E SEC; 30S 30E POLE 192,1-3-A1A-0017,17,SEC,HOWARD IRON,ROESCH,"RED w/ RED CAP, 12",,,12,ARGUS,07/26/2005 12:00:00 AM +0000,A1A,RED w/ RED CAP,YES,"1,078,706.5700000001",NO,"1,062,684.9399999999",1,3,,0,
POINT (-78.872041034853 42.860716692573),"3,609",{F328090A-8F5C-4B3A-8216-426DAED47C87},W-1; 5N 4E POLE 653,1718-11-F14-0012,12,,OTHER,FUHRMANN,"RED w/ RED CAP, 8",,,8,TIFFT,06/06/2006 12:00:00 AM +0000,F14,RED w/ RED CAP,YES,"1,042,446.259",YES,"1,070,886.497","1,718",11,,0,W-1
POINT (-78.873080094326 42.946654220296),"4,940",{E81BE3D8-0577-4D59-A9B5-B7769118BD4B},50N DEAD END; 104W POLE 95R,2-4-A2D-0009,9,DEAD END,MUELLER,ROSALIA,"RED w/ RED CAP, 12",,,12,HERTEL,07/19/2005 12:00:00 AM +0000,A2D,RED w/ RED CAP,YES,"1,073,766.99",YES,"1,070,715.74",2,4,,0,
POINT (-78.8234124489 42.88701924874),"1,999",{ACBD9A13-CAD0-44AC-AA81-57AFC738E3E0},51N POLE 7,13-9-D3D-0022,22,105,KENNEDY K-11,MSGR VALENTE,"RED w/ RED CAP, 10",,,10,WILLIAM,05/05/2006 12:00:00 AM +0000,D3D,RED w/ RED CAP,YES,"1,051,991.2",NO,"1,083,951.6000000001",13,9,,0,
POINT (-78.831078114272 42.907155949014),456,{8C7D3C15-FEE5-424D-A8A8-387A3142BA56},2S 21E SEC; 9N 11E STOP SIGN,10-7-C3D-0020,20,SEC,HOWARD IRON,ROHR,"RED w/ RED CAP, 6",,,6,NORTHAMPTON,07/28/2006 12:00:00 AM +0000,C3D,RED w/ RED CAP,YES,"1,059,335.925",NO,"1,081,918.8370000001",10,7,,0,
POINT (-78.804866479821 42.915933413249),211,{4E1BDE14-8513-45FD-8896-8E8ADC0BF4B8},30N 27W POLE 73,10-6-C3B-0121,121,SWC,MUELLER,GENESEE,"RED w/ RED CAP, 6",,,6,COUNTESS,04/07/2006 12:00:00 AM +0000,C3B,RED w/ RED CAP,YES,"1,062,515.28",NO,"1,088,949.5700000001",10,6,,0,
POINT (-78.894905493628 42.959028514246),"2,225",{7488C6FC-F447-4A78-BE5E-9724A914FF52},3S SEC; 2E POLE 168,1-3-A1B-0092,92,SEC,KENNEDY K-81,ONTARIO,"RED w/ RED CAP, 12",,,12,SKILLEN,07/25/2005 12:00:00 AM +0000,A1B,RED w/ RED CAP,YES,"1,078,297.71",NO,"1,064,888.98",1,3,,0,
POINT (-78.850009559885 42.888791167661),"1,518",{C21C62A5-BA5C-4936-ACFD-5CE99F02229F},35S POLE 326,12-8-D2D-0105,105,324,MUELLER,WATSON,"RED w/ RED CAP, 6",,,6,PECKHAM,11/08/2006 12:00:00 AM +0000,D2D,RED w/ RED CAP,YES,"1,052,658.423",NO,"1,076,825.7420000001",12,8,,0,
POINT (-78.848654553593 42.950946408846),"5,054",{1D4195A1-F40C-4E42-B6F5-100034A41A15},10N NEC; 5S POLE 771,3-4-A3A-0093,93,NEC,HOWARD IRON,PARKSIDE,"RED w/ RED CAP, 6",,,6,TACOMA,06/28/2005 12:00:00 AM +0000,A3A,RED w/ RED CAP,YES,"1,075,309.7",NO,"1,077,260.3",3,4,,0,
POINT (-78.837345739596 42.958322563048),"5,194",{02E2FE33-9560-4AA0-9203-38B454965774},8E POLE 524,3-5-A3B-0051,51,524,MUELLER,KENMORE,"RED w/ WHITE CAP, 16",,,16,NORTH PARKER,06/22/2005 12:00:00 AM +0000,A3B,RED w/ WHITE CAP,YES,"1,077,988.6000000001",NO,"1,080,296",3,5,,0,
POINT (-78.846028011917 42.883452329942),"3,229",{FD9093C5-ACF0-45FF-9673-EE4B8C90C44D},20N NWC; 19S POLE 3,15-8-E2B-0079,79,NWC,KENNEDY K-81,HOWARD,"RED w/ RED CAP, 6",,,6,STANTON,09/22/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,050,709.345",NO,"1,077,886.6769999999",15,8,,0,
POINT (-78.87625798167 42.891903834314),749,{9BC87306-B89C-4BF6-A3A0-8FB4EE971D42},7S POLE 279,11-1-D1C-0064,64,SEC,MUELLER,DELAWARE,"RED w/ RED CAP, 10",,,10,S JOHNSON,09/15/2006 12:00:00 AM +0000,D1C,RED w/ RED CAP,YES,"1,053,816.2050000001",NO,"1,069,795.433",11,1,,0,
POINT (-78.846842745272 42.932218970387),"6,185",{9B6E9181-0E26-4C88-9888-F3BCE7A5F164},25S SWC,6-4-B2B-0032,32,2302,OTHER,MAIN,"RED w/ RED CAP, 8",,,8,W OAKWOOD,10/27/2005 12:00:00 AM +0000,B2B,RED w/ RED CAP,YES,"1,068,482.95",NO,"1,077,723.97",6,4,,0,
POINT (-78.808786231886 42.921457591417),143,{649E13EC-A14D-4762-BF51-13E922DB05AD},41N 1E POLE 242,10-6-C3B-0053,53,246,HOWARD IRON,NEWBURGH,"RED w/ RED CAP, 8",,,8,E DELAVAN,04/06/2006 12:00:00 AM +0000,C3B,RED w/ RED CAP,YES,"1,064,531.3500000001",NO,"1,087,904.98",10,6,,0,
POINT (-78.860514311653 42.922159976064),"6,099",{CFE4CF4C-CD48-4BC0-A74C-49CB81D3A6CF},4W POLE 1027,6-2-B2D-0019,19,1001,KENNEDY K-11,W DELAVAN,"RED w/ WHITE CAP, 20",,,20,HARVARD,04/13/2006 12:00:00 AM +0000,B2D,RED w/ WHITE CAP,YES,"1,064,828.72",NO,"1,074,050.6499999999",6,2,,0,
POINT (-78.860226126767 42.899645218324),"1,158",{EA7B227A-4756-4484-9DCC-D196348471E7},,12-8-D2A-0081,81,216,KENNEDY K-81,LOCUST,"RED w/ RED CAP, 6",,,6,HIGH,01/01/1990 12:00:00 AM +0000,D2A,RED w/ RED CAP,YES,"1,056,622.9939999999",NO,"1,074,100.8389999999",12,8,,0,
POINT (-78.803828069215 42.889718918174),"1,942",{5E393709-2CDA-4133-818D-65BFA54E0D53},8W 2N POLE 1187,13-9-D3C-0075,75,SWC,KENNEDY K-81,LOVEJOY,"RED w/ RED CAP, 6",,,6,DAVEY,04/21/2006 12:00:00 AM +0000,D3C,RED w/ RED CAP,YES,"1,052,960.73",NO,"1,089,202.7",13,9,,0,
POINT (-78.871084210865 42.899314242331),655,{0DBA4333-1412-4589-AA23-A2233A90A2C4},4S STOP SIGN,11-1-D1B-0086,86,SEC,KENNEDY K-81,ALLEN,"RED w/ RED CAP, 8",,,8,N PEARL,09/01/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,056,512.129",NO,"1,071,191.1029999999",11,1,,0,
POINT (-78.887588432233 42.948680147562),"2,315",{DC6EB934-9085-436F-B3C1-C3D20DACBE53},14N POLE 66,1-3-A1C-0089,89,66,MUELLER,SUNNYSIDE,"RED w/ RED CAP, 6",,,6,HOLMES,08/08/2005 12:00:00 AM +0000,A1C,RED w/ RED CAP,YES,"1,074,519.0600000001",NO,"1,066,833.99",1,3,,0,
POINT (-78.810315772686 42.934374463271),"6,638",{384CCF82-6D79-4240-8E89-AE99A415A5F7},,7-6-B3B-0074,74,SEC,HOWARD IRON,SUFFOLK,"RED w/ RED CAP, 8",,,8,MARTHA,02/22/2006 12:00:00 AM +0000,B3B,RED w/ RED CAP,YES,"1,069,240",NO,"1,087,508",7,6,,0,
POINT (-78.800100516736 42.886262762045),"1,967",{AB63B163-C47A-4FFB-85F8-5F0F91FDDE6F},20S 1E POLE 38,13-9-D3C-0100,100,38,HOWARD IRON,GOETHE,"RED w/ RED CAP, 6",,,6,SCHILLER,05/03/2006 12:00:00 AM +0000,D3C,RED w/ RED CAP,YES,"1,051,698.55",NO,"1,090,198.3799999999",13,9,,0,
POINT (-78.894609648788 42.898710920025),537,{D960BD47-5BE5-4ED6-8B6D-6CE2203B2804},,11-1-D1A-0078,78,99,HOWARD IRON,LAKEVIEW,"RED w/ RED CAP, 6",,,6,JERSEY,08/31/2006 12:00:00 AM +0000,D1A,RED w/ RED CAP,YES,"1,056,314.6799999999",NO,"1,064,886.831",11,1,,0,
POINT (-78.886175064219 42.942295983636),"2,277",{A09810B0-FEDA-4854-AEA8-B446EDD52834},15S 15E SWC; 15S 15E POLE 115,1-3-A1C-0051,51,SWC,MUELLER,GROTE,"RED w/ RED CAP, 6",,,6,RESERVATION,08/04/2005 12:00:00 AM +0000,A1C,RED w/ RED CAP,YES,"1,072,190.98",NO,"1,067,204.01",1,3,,0,
POINT (-78.814989105627 42.850312651191),"3,883",{A76231AC-5D9C-47E2-BA49-4DB9B671931D},14N 5E NEC,19-10-F2C-0081,81,NEC,MATHEWS NEW,ABBOTT,"RED w/ RED CAP, 6",,,6,ATHOL,06/20/2005 12:00:00 AM +0000,F2C,RED w/ RED CAP,YES,"1,038,607.3100000001",NO,"1,086,172.22",19,10,,0,
POINT (-78.813838354483 42.899000789637),"1,787",{B823478E-3616-46E4-B984-5E35245C85AA},15S POLE 1643,13-6-D3B-0011,11,1656,MUELLER,BAILEY,"RED w/ RED CAP, 0",,,8,PULLMAN,04/18/2006 12:00:00 AM +0000,D3B,RED w/ RED CAP,YES,"1,056,350.6699999999",YES,"1,086,529.3700000001",13,6,,0,
